large,BufferedFilewriter,2501506099,230167
large,BufferedFilewriter,2501358732,230671
large,BufferedFilewriter,2501992437,230796
large,BufferedFilewriter,2497708083,236631
large,BufferedFilewriter,2501724912,230837
large,BufferedFilewriter,2501877391,230486
large,BufferedFilewriter,2501416448,230463
large,BufferedFilewriter,2501341043,230205
large,BufferedFilewriter,2501419262,230907
large,BufferedFilewriter,2501722984,230890
large,BufferedFilewriter,2505945978,232311
large,BufferedFilewriter,2501964641,230913
large,BufferedFilewriter,2501527939,230381
large,BufferedFilewriter,2499015514,229948
large,BufferedFilewriter,2501681626,230878
large,BufferedFilewriter,2501393311,230417
large,BufferedFilewriter,2501453804,230957
large,BufferedFilewriter,2501284547,230763
large,BufferedFilewriter,2504822506,227496
large,BufferedFilewriter,2501206032,230130
large,BufferedFilewriter,2501488295,230701
large,BufferedFilewriter,2502068363,230348
large,BufferedFilewriter,2501263469,230288
large,BufferedFilewriter,2501946793,230774
large,BufferedFilewriter,2495431112,229524
large,BufferedFilewriter,2501874063,230710
large,BufferedFilewriter,2501273441,230171
large,BufferedFilewriter,2507264089,232778
large,BufferedFilewriter,2501987378,230617
large,BufferedFilewriter,2501135219,230445
large,BufferedIOStream,2502514578,228474
large,BufferedIOStream,2502801627,228414
large,BufferedIOStream,2502253784,228687
large,BufferedIOStream,2502038090,229300
large,BufferedIOStream,2502298795,230408
large,BufferedIOStream,2502652567,230850
large,BufferedIOStream,2502358032,231419
large,BufferedIOStream,2497253555,229793
large,BufferedIOStream,2502912764,230560
large,BufferedIOStream,2502154257,230961
large,BufferedIOStream,2502549793,231960
large,BufferedIOStream,2504069395,229494
large,BufferedIOStream,2502112005,228484
large,BufferedIOStream,2502252278,230102
large,BufferedIOStream,2502171662,228654
large,BufferedIOStream,2499244640,230507
large,BufferedIOStream,2502442940,228609
large,BufferedIOStream,2502669641,230430
large,BufferedIOStream,2502375557,228831
large,BufferedIOStream,2503705688,230506
large,BufferedIOStream,2502972226,230443
large,BufferedIOStream,2502662538,228319
large,BufferedIOStream,2504589535,230661
large,BufferedIOStream,2502172498,228977
large,BufferedIOStream,2502422912,229319
large,BufferedIOStream,2505863153,231590
large,BufferedIOStream,2502794713,230959
large,BufferedIOStream,2502138984,230230
large,BufferedIOStream,2501495855,230996
large,BufferedIOStream,2502647894,230763
large,UnbNIO,3684974046,344473
large,UnbNIO,3684601109,344511
large,UnbNIO,3684859874,344185
large,UnbNIO,3688434832,345561
large,UnbNIO,3684404808,344360
large,UnbNIO,3684332116,344630
large,UnbNIO,3684377648,344510
large,UnbNIO,3671797180,344865
large,UnbNIO,3684736892,344111
large,UnbNIO,3684699096,344718
large,UnbNIO,3684968327,344775
large,UnbNIO,3683055695,344566
large,UnbNIO,3684995693,344312
large,UnbNIO,3684131501,344382
large,UnbNIO,3684773197,344748
large,UnbNIO,3681505040,343595
large,UnbNIO,3684561262,344631
large,UnbNIO,3684296409,344423
large,UnbNIO,3684635909,344806
large,UnbNIO,3684806146,344101
large,UnbNIO,3693247991,343540
large,UnbNIO,3684729649,344499
large,UnbNIO,3684719269,344445
large,UnbNIO,3684350208,344579
large,UnbNIO,3686782615,344309
large,UnbNIO,3684737875,344859
large,UnbNIO,3684817266,344282
large,UnbNIO,3684113519,344978
large,Apache,2526925176,229843
large,Apache,2526248030,229265
large,Apache,2543837910,230693
large,Apache,2526669135,229105
large,Apache,2526449279,229972
large,Apache,2526704704,229744
large,Apache,2529197444,228021
large,Apache,2526535331,229635
large,Apache,2526453592,229886
large,Apache,2526970062,229723
large,Apache,2526231403,229486
large,Apache,2524910040,227761
large,Apache,2526867562,229252
large,Apache,2526404540,229659
large,Apache,2526748885,229278
large,Apache,2523039684,228428
large,Apache,2526195647,229242
large,Apache,2526982182,229230
large,Apache,2519510518,227684
large,Apache,2526785603,229634
large,Apache,2526827838,229518
large,Apache,2526527930,229691
large,Apache,2527299439,227851
large,Apache,2526114566,229895
large,Apache,2526844163,229197
large,Apache,2523423411,227984
large,Apache,2526705979,229538
large,Apache,2526714829,229509
large,Apache,2520774065,227842
large,Apache,2526142482,229571
large,Guava,15597912710,1707975
large,Guava,15593765652,1707459
large,Guava,15592982207,1707793
large,Guava,15596110770,1707730
large,Guava,15596070101,1707315
large,Guava,15594417659,1702234
large,Guava,15594202230,1707145
large,Guava,15594016284,1707885
large,Guava,15598651416,1707910
large,Guava,15598572357,1707643
large,Guava,15596485468,1707104
large,Guava,15594796073,1707106
large,Guava,15589468331,1703131
large,Guava,15595526808,1707473
large,Guava,15593810942,1707357
large,Guava,15599087120,1707915
large,Guava,15598659683,1707494
large,Guava,15597473878,1707502
large,Guava,15593574094,1707185
large,Guava,15597254052,1707501
large,Guava,15593662481,1707184
large,Guava,15593322945,1707309
large,Guava,15599148959,1707781
large,Guava,15594849162,1707884
large,Guava,15595746652,1707238
large,Guava,15592697803,1707275
large,Guava,15591063140,1707597
large,Guava,15594379854,1707444
large,RAF,2932369293,268333
large,RAF,2932111924,268144
large,RAF,2926317094,268391
large,RAF,2932218417,268907
large,RAF,2932284848,268361
large,RAF,2932843999,268107
large,RAF,2928526133,268469
large,RAF,2932496889,268612
large,RAF,2932120834,268769
large,RAF,2932387492,268623
large,RAF,2935537285,268611
large,RAF,2932434497,268502
large,RAF,2932580273,268361
large,RAF,2932343657,268640
large,RAF,2937166675,269420
large,RAF,2932292290,268395
large,RAF,2932717440,268901
large,RAF,2932572656,268794
large,RAF,2941981055,268447
large,RAF,2932389853,268107
large,RAF,2932443778,268211
large,RAF,2932177064,268494
large,RAF,2932219772,268211
large,RAF,2932247309,268297
large,RAF,2926745193,267883
large,RAF,2932978943,268148
large,RAF,2932405742,268108
large,RAF,2933723691,268402
large,RAF,2932347172,268784
large,RAF,2932483105,268409                 
large,FileWriter,2518419049,230719
large,FileWriter,2518622760,230911
large,Filewriter,2519561238,229317
large,FileWriter,2518918948,230642
large,FileWriter,2518515326,230629
large,Filewriter,2515570709,229356
large,FileWriter,2518881958,230603
large,FileWriter,2518937567,230394
large,FileWriter,2518963436,230416
large,Filewriter,2521547072,229489
large,FileWriter,2518472189,230364
large,FileWriter,2518617287,230209
large,Filewriter,2515459197,230824
large,FileWriter,2518316560,230376
large,FileWriter,2518686169,230558
large,FileWriter,2518164616,230833
large,Filewriter,2519384786,229868
large,FileWriter,2518832266,230544
large,FileWriter,2518436322,230742
large,FileWriter,2518320441,230529
large,Filewriter,2516997219,231023
large,FileWriter,2518554884,230398
large,FileWriter,2518522355,230479
large,Filewriter,2523310191,230452
large,FileWriter,2518412057,230298
large,FileWriter,2518969906,230864
large,FileWriter,2518401992,230632
large,Filewriter,2516072416,229769
large,FileWriter,2518944280,230893
large,FileWriter,2518754487,230913
large,IOStream,2521295677,230380
large,IOStream,2521767276,230453
large,IOStream,2521762213,230288
large,IOStream,2521263321,230890
large,IOStream,2521891222,230802
large,IOStream,2521689892,230502
large,IOStream,2521396927,230550
large,IOStream,2521766188,229999
large,IOStream,2521519092,230834
large,IOStream,2521176922,230567
large,IOStream,2521694750,230554
large,IOStream,2520850053,229338
large,IOStream,2521988016,230429
large,IOStream,2521258905,230645
large,IOStream,2521955317,230944
large,IOStream,2526837831,230462
large,IOStream,2521896838,230283
large,IOStream,2521883327,230993
large,IOStream,2521686221,230322
large,IOStream,2525206427,230799
large,IOStream,2521675279,230837
large,IOStream,2521255122,230973
large,IOStream,2521817656,230111
large,IOStream,2522911632,230403
large,IOStream,2521531797,230657
large,IOStream,2521652879,230191
large,IOStream,2522702343,231462
large,IOStream,2521529412,230153
large,IOStream,2521426435,230830
large,IOStream,2520193926,229998              
large,Channel,3292736557,280528
large,Channel,3292844711,280991
large,Channel,3292738374,280283
large,Channel,3292216124,280850
large,Channel,3292639078,280452
large,Channel,3296290023,282498
large,Channel,3292844562,280835
large,Channel,3292929767,280925
large,Channel,3292354399,280712
large,Channel,3299352721,283459
large,Channel,3292875433,280191
large,Channel,3292355549,280226
large,Channel,3292227418,280634
large,Channel,3292857985,280937
large,Channel,3292174408,280481
large,Channel,3292349161,280985
large,Channel,3292599768,280545
large,Channel,3292910204,280389
large,Channel,3292125982,280358
large,Channel,3292785326,280195
large,Channel,3292790027,280435
large,Channel,3289782310,280861
large,Channel,3292818005,280596
large,Channel,3292145560,280157
large,Channel,3292138913,280326
large,Channel,3292595588,280717
large,Channel,3292185257,280452
large,Channel,3289947458,280842
large,Channel,3292382471,280221
large,Channel,3292536053,280011
large,Channel,3292665917,280215
large,Channel,3292390314,280968
large,Channel,3290021597,282098
large,Channel,3292981684,280529
large,Channel,3292255865,280214
